Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Daytime/evening attendance,Mother's qualification,Father's qualification,Course,Application mode,Application order,Mother's occupation,Father's occupation,Previous qualification,Marital status,Nacionality,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,approval_rate_sem1,approval_rate_sem2,grade_momentum,grade_decline,evaluation_intensity_sem1,credit_utilization_sem1,total_course_load,financial_stress,parent_education,disengagement_sem1,perfect_sem1,failed_units_sem1,failed_units_sem2,failed_units_total,grade_per_approved_unit_sem1
1,0,0,0,1,0,0,1,37,37,4,0,5,26,39,0,0,0,122.0,124.8,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-12.48,0.0,0.0,0.0,12.0,2,37.0,0,0,6.0,6.0,12.0,0.0
0,0,1,0,1,0,0,1,2,37,14,4,4,26,39,0,0,0,127.0,115.8,19.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0,0.0,-11.58,0.0,1.0,0.0,12.0,3,19.5,0,0,6.0,6.0,12.0,0.0
0,1,0,1,1,0,0,1,1,1,14,0,2,26,39,0,0,0,140.0,136.9,19.0,0.0,6.0,7.0,6.0,13.5,0.0,0.0,6.0,7.0,6.0,14.428571428571429,0.0,16.2,0.3,-0.92,100.0,100.0,-0.19000000000000128,-0.9285714285714288,1.1666666666666667,0.0,12.0,0,1.0,0,1,0.0,0.0,0.0,2.25
0,1,0,1,1,0,0,1,1,19,10,0,2,22,37,0,0,0,111.0,109.3,20.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,15.0,0.0,11.1,0.6,2.02,100.0,100.0,2.903333333333334,-1.166666666666666,1.0,0.0,12.0,0,10.0,0,1,0.0,0.0,0.0,2.305555555555556
0,1,0,1,1,0,0,0,37,37,16,12,1,24,37,9,0,0,120.0,120.0,23.0,2.0,6.0,8.0,5.0,11.8,0.0,2.0,6.0,8.0,6.0,12.333333333333334,0.0,9.4,-0.8,-3.12,83.33333333333334,100.0,-0.1999999999999993,-0.5333333333333332,1.3333333333333333,0.3333333333333333,12.0,0,37.0,0,0,1.0,0.0,1.0,2.3600000000000003
0,0,0,1,1,0,0,1,37,37,11,4,2,26,39,0,0,0,140.0,132.5,18.0,0.0,7.0,7.0,6.0,14.316666666666668,0.0,0.0,7.0,7.0,6.0,14.316666666666668,0.0,7.6,2.6,0.32,85.71428571428571,85.71428571428571,1.0666666666666682,0.0,1.0,0.0,14.0,1,37.0,0,0,1.0,1.0,2.0,2.3861111111111115
0,1,0,1,1,0,0,1,38,38,9,0,1,25,37,0,0,0,115.0,112.9,19.0,0.0,6.0,7.0,6.0,11.857142857142858,0.0,0.0,6.0,8.0,6.0,13.142857142857142,0.0,12.4,0.5,1.79,100.0,100.0,0.5671428571428567,-1.2857142857142847,1.1666666666666667,0.0,12.0,0,38.0,0,1,0.0,0.0,0.0,1.9761904761904763
0,0,0,1,1,0,0,1,38,38,14,0,1,26,39,0,0,0,141.0,128.4,18.0,0.0,6.0,6.0,6.0,15.5,0.0,0.0,6.0,6.0,6.0,14.0,0.0,11.1,0.6,2.02,100.0,100.0,2.66,1.5,1.0,0.0,12.0,1,38.0,0,1,0.0,0.0,0.0,2.5833333333333335
0,1,0,1,0,0,0,1,19,19,13,4,1,24,37,0,0,0,128.0,124.4,19.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,13.9,-0.3,0.79,100.0,100.0,0.5599999999999987,-1.0,1.0,0.0,12.0,0,19.0,0,1,0.0,0.0,0.0,2.1666666666666665
0,0,0,1,1,0,0,1,19,37,8,0,2,21,35,0,0,0,119.0,113.8,20.0,0.0,5.0,8.0,3.0,11.333333333333334,0.0,0.0,5.0,8.0,5.0,12.2,0.0,7.6,2.6,0.32,60.0,100.0,-0.04666666666666508,-0.8666666666666654,1.6,0.0,10.0,1,28.0,0,0,2.0,0.0,2.0,3.777777777777778
0,0,0,1,1,0,0,1,2,1,13,0,2,21,34,0,0,0,160.0,137.3,19.0,0.0,6.0,7.0,5.0,13.4,0.0,0.0,6.0,6.0,5.0,12.8,0.0,12.7,3.7,-1.7,83.33333333333334,83.33333333333334,-0.33000000000000007,0.5999999999999996,1.1666666666666667,0.0,12.0,1,1.5,0,0,1.0,1.0,2.0,2.68
0,0,0,1,1,0,0,1,37,37,11,0,5,26,39,0,0,0,129.0,128.8,19.0,0.0,7.0,7.0,6.0,12.666666666666666,0.0,0.0,7.0,7.0,6.0,12.666666666666666,0.0,7.6,2.6,0.32,85.71428571428571,85.71428571428571,-0.2133333333333347,0.0,1.0,0.0,14.0,1,37.0,0,0,1.0,1.0,2.0,2.111111111111111
0,0,0,1,0,0,0,0,37,37,2,9,1,28,41,0,0,0,100.0,100.0,34.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0,0.0,-10.0,0.0,0.0,0.0,12.0,1,37.0,0,0,6.0,6.0,12.0,0.0
1,0,0,1,1,0,0,1,3,1,6,4,4,26,33,0,0,0,133.0,123.2,18.0,0.0,5.0,5.0,5.0,13.6,0.0,0.0,5.0,6.0,5.0,14.6,0.0,8.9,1.4,3.51,100.0,100.0,1.2799999999999994,-1.0,1.0,0.0,10.0,1,2.0,0,1,0.0,0.0,0.0,2.7199999999999998
0,0,1,1,1,0,0,1,19,19,10,4,2,26,37,0,0,0,115.0,113.3,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0,0.0,-11.33,0.0,0.0,0.0,12.0,2,19.0,0,0,6.0,6.0,12.0,0.0
0,0,0,1,1,0,0,1,3,39,11,0,4,19,33,0,0,0,144.0,129.0,18.0,0.0,7.0,8.0,7.0,12.65,0.0,0.0,8.0,9.0,8.0,13.411111111111111,0.0,16.2,0.3,-0.92,100.0,100.0,-0.25,-0.7611111111111111,1.1428571428571428,0.0,15.0,1,21.0,0,1,0.0,0.0,0.0,1.8071428571428572
0,0,0,1,1,0,0,1,19,19,15,0,1,26,39,0,0,0,133.1,97.0,23.0,0.0,6.0,9.0,5.0,11.6,0.0,0.0,6.0,9.0,3.0,11.0,0.0,12.7,3.7,-1.7,83.33333333333334,50.0,1.9000000000000004,0.5999999999999996,1.5,0.0,12.0,1,19.0,0,0,1.0,3.0,4.0,2.32
0,0,0,1,1,0,0,1,19,37,15,0,2,21,39,0,0,0,133.0,130.2,19.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0,0.0,-13.02,0.0,1.0,0.0,12.0,1,28.0,0,0,6.0,6.0,12.0,0.0
0,1,0,1,0,0,0,1,38,19,11,4,4,22,37,0,0,0,132.0,125.5,19.0,0.0,7.0,8.0,6.0,13.579999999999998,0.0,0.0,8.0,8.0,8.0,12.93625,0.0,15.5,2.8,-4.06,85.71428571428571,100.0,1.0299999999999976,0.6437499999999989,1.1428571428571428,0.0,15.0,0,28.5,0,0,1.0,0.0,1.0,2.263333333333333
0,0,0,1,0,0,0,1,3,19,8,0,1,1,34,0,0,0,131.0,118.8,19.0,0.0,5.0,6.0,5.0,13.4,0.0,0.0,5.0,6.0,5.0,13.0,0.0,16.2,0.3,-0.92,100.0,100.0,1.5200000000000014,0.40000000000000036,1.2,0.0,10.0,1,11.0,0,1,0.0,0.0,0.0,2.68
0,0,1,0,1,0,0,1,1,19,13,9,1,1,35,2,0,0,133.1,100.0,25.0,0.0,5.0,5.0,5.0,11.2,0.0,0.0,5.0,5.0,4.0,11.25,0.0,9.4,-0.8,-3.12,100.0,80.0,1.1999999999999993,-0.05000000000000071,1.0,0.0,10.0,3,10.0,0,1,0.0,1.0,1.0,2.2399999999999998
0,0,0,1,0,0,0,0,1,2,16,10,1,21,33,0,0,0,160.0,120.0,30.0,4.0,7.0,9.0,7.0,14.142857142857142,0.0,1.0,5.0,5.0,5.0,14.8,0.0,7.6,2.6,0.32,100.0,100.0,2.1428571428571423,-0.6571428571428584,1.2857142857142858,0.5714285714285714,12.0,1,1.5,0,1,0.0,0.0,0.0,2.020408163265306
1,0,0,1,1,0,0,1,37,37,8,9,2,26,39,0,1,0,120.0,104.7,36.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-10.47,0.0,1.0,0.0,9.0,1,37.0,0,0,4.0,5.0,9.0,0.0
0,0,1,0,1,0,0,1,3,3,14,0,1,19,32,0,0,0,121.0,112.3,18.0,0.0,6.0,7.0,5.0,12.2,0.0,0.0,6.0,11.0,4.0,11.5,0.0,11.1,0.6,2.02,83.33333333333334,66.66666666666666,0.9699999999999989,0.6999999999999993,1.1666666666666667,0.0,12.0,3,3.0,0,0,1.0,2.0,3.0,2.44
0,0,0,1,0,0,0,1,1,3,10,17,1,21,33,7,1,0,130.0,130.0,39.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0,0.0,-13.0,0.0,1.6666666666666667,0.0,12.0,1,2.0,0,0,6.0,6.0,12.0,0.0
0,0,0,1,0,0,0,0,37,37,2,9,1,24,35,0,1,0,150.0,143.0,40.0,5.0,9.0,9.0,9.0,15.88888888888889,0.0,3.0,7.0,7.0,7.0,14.142857142857142,0.0,12.7,3.7,-1.7,100.0,100.0,1.5888888888888886,1.746031746031747,1.0,0.5555555555555556,16.0,1,37.0,0,1,0.0,0.0,0.0,1.7654320987654322
0,0,1,1,0,0,0,1,38,38,9,12,1,22,2,9,0,0,130.0,126.7,21.0,3.0,6.0,6.0,6.0,12.166666666666666,0.0,2.0,6.0,7.0,6.0,11.714285714285714,0.0,13.9,-0.3,0.79,100.0,100.0,-0.5033333333333339,0.45238095238095255,1.0,0.5,12.0,2,38.0,0,1,0.0,0.0,0.0,2.0277777777777777
0,0,0,1,1,0,0,1,2,1,11,0,6,21,34,0,0,0,141.0,136.3,19.0,0.0,8.0,8.0,7.0,14.1,0.0,0.0,8.0,8.0,7.0,14.1,0.0,10.8,1.4,1.74,87.5,87.5,0.46999999999999886,0.0,1.0,0.0,16.0,1,1.5,0,0,1.0,1.0,2.0,2.0142857142857142
0,0,0,1,1,0,0,1,1,19,11,4,5,21,38,0,0,0,148.0,130.2,19.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0,0.0,-13.02,0.0,0.0,0.0,15.0,1,10.0,0,0,7.0,8.0,15.0,0.0
0,1,0,1,0,0,0,1,1,38,8,4,1,21,35,0,0,0,139.0,152.0,18.0,0.0,5.0,5.0,5.0,14.6,0.0,0.0,5.0,8.0,5.0,12.0,0.0,12.7,3.7,-1.7,100.0,100.0,-0.5999999999999996,2.5999999999999996,1.0,0.0,10.0,0,19.5,0,1,0.0,0.0,0.0,2.92
1,0,0,1,0,0,0,1,37,1,4,12,1,26,37,9,0,0,123.9,123.9,20.0,2.0,7.0,9.0,5.0,12.6,0.0,5.0,9.0,10.0,8.0,12.75,1.0,16.2,0.3,-0.92,71.42857142857143,88.88888888888889,0.20999999999999908,-0.15000000000000036,1.2857142857142858,0.2857142857142857,16.0,1,19.0,0,0,2.0,1.0,3.0,2.52
0,0,0,0,1,0,0,1,3,38,4,0,1,1,39,0,0,0,160.0,152.0,19.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0,0.0,-15.2,0.0,1.0,0.0,11.0,2,20.5,0,0,5.0,6.0,11.0,0.0
1,1,0,1,0,0,0,1,37,19,4,0,1,26,34,0,0,0,124.0,121.2,20.0,1.0,6.0,7.0,6.0,13.5,0.0,1.0,6.0,9.0,5.0,12.5,0.0,10.8,1.4,1.74,100.0,83.33333333333334,1.379999999999999,1.0,1.1666666666666667,0.16666666666666666,12.0,0,28.0,0,1,0.0,1.0,1.0,2.25
0,1,1,0,0,0,0,1,19,19,10,9,1,21,37,0,0,0,133.1,123.0,28.0,0.0,6.0,6.0,6.0,10.833333333333334,0.0,0.0,6.0,7.0,5.0,11.0,0.0,13.9,-0.3,0.79,100.0,83.33333333333334,-1.4666666666666668,-0.16666666666666607,1.0,0.0,12.0,2,19.0,0,1,0.0,1.0,1.0,1.8055555555555556
1,0,1,1,0,0,0,1,37,38,6,9,1,26,2,0,1,0,120.0,145.4,40.0,0.0,5.0,11.0,3.0,10.666666666666666,0.0,0.0,5.0,5.0,2.0,12.5,0.0,16.2,0.3,-0.92,60.0,40.0,-3.873333333333335,-1.833333333333334,2.2,0.0,10.0,2,37.5,0,0,2.0,3.0,5.0,3.5555555555555554
0,0,0,1,0,0,0,1,3,19,15,0,1,19,33,0,0,0,122.0,112.9,18.0,0.0,7.0,9.0,7.0,11.857142857142858,0.0,0.0,7.0,7.0,7.0,11.857142857142858,0.0,16.2,0.3,-0.92,100.0,100.0,0.5671428571428567,0.0,1.2857142857142858,0.0,14.0,1,11.0,0,1,0.0,0.0,0.0,1.6938775510204083
0,1,0,1,0,0,0,1,1,1,9,12,1,20,35,9,0,0,140.0,141.7,20.0,3.0,6.0,6.0,6.0,12.833333333333334,0.0,2.0,6.0,6.0,6.0,12.833333333333334,0.0,13.9,-0.3,0.79,100.0,100.0,-1.3366666666666642,0.0,1.0,0.5,12.0,0,1.0,0,1,0.0,0.0,0.0,2.138888888888889
0,0,0,1,1,0,0,1,4,1,7,4,1,19,2,0,0,0,147.0,141.8,19.0,0.0,6.0,8.0,6.0,13.0,0.0,0.0,6.0,9.0,4.0,12.8,0.0,13.9,-0.3,0.79,100.0,66.66666666666666,-1.1800000000000015,0.1999999999999993,1.3333333333333333,0.0,12.0,1,2.5,0,1,0.0,2.0,2.0,2.1666666666666665
1,0,0,1,0,0,0,1,4,4,4,17,1,19,32,7,0,0,120.0,120.0,28.0,0.0,6.0,9.0,2.0,12.0,0.0,0.0,6.0,10.0,3.0,12.666666666666666,0.0,12.7,3.7,-1.7,33.33333333333333,50.0,0.0,-0.6666666666666661,1.5,0.0,12.0,1,4.0,0,0,4.0,3.0,7.0,6.0
1,0,0,1,0,0,0,0,3,1,16,9,1,20,33,0,0,0,130.0,120.5,28.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0,0.0,-12.05,0.0,1.0,0.0,10.0,1,2.0,0,0,5.0,5.0,10.0,0.0
0,0,1,0,1,0,1,1,1,1,14,0,1,20,35,0,0,9,124.0,118.1,19.0,0.0,6.0,8.0,5.0,12.2,0.0,0.0,6.0,6.0,4.0,11.75,0.0,16.2,0.3,-0.92,83.33333333333334,66.66666666666666,0.39000000000000057,0.4499999999999993,1.3333333333333333,0.0,12.0,3,1.0,0,0,1.0,2.0,3.0,2.44
1,0,0,1,0,0,0,1,1,1,3,17,1,21,36,10,0,0,150.0,150.0,28.0,0.0,6.0,14.0,6.0,14.875,0.0,0.0,6.0,12.0,6.0,15.8,0.0,16.2,0.3,-0.92,100.0,100.0,-0.125,-0.9250000000000007,2.3333333333333335,0.0,12.0,1,1.0,0,1,0.0,0.0,0.0,2.4791666666666665
1,0,0,1,1,0,0,1,1,1,4,13,2,21,2,0,0,0,143.0,146.2,18.0,0.0,6.0,7.0,5.0,13.2,0.0,0.0,6.0,6.0,5.0,11.8,0.0,16.2,0.3,-0.92,83.33333333333334,83.33333333333334,-1.42,1.3999999999999986,1.1666666666666667,0.0,12.0,1,1.0,0,0,1.0,1.0,2.0,2.6399999999999997
0,1,0,1,0,0,0,1,34,34,9,11,1,28,41,0,0,0,142.0,131.9,29.0,9.0,16.0,17.0,16.0,12.588235294117649,0.0,10.0,13.0,14.0,13.0,13.357142857142858,0.0,9.4,-0.8,-3.12,100.0,100.0,-0.6017647058823528,-0.7689075630252091,1.0625,0.5625,29.0,0,34.0,0,1,0.0,0.0,0.0,0.786764705882353
0,1,0,1,1,0,0,1,1,1,14,0,3,21,34,0,0,0,131.0,127.2,18.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,7.0,5.0,13.2,0.0,12.4,0.5,1.79,100.0,83.33333333333334,0.44666666666666544,-0.033333333333333215,1.0,0.0,12.0,0,1.0,0,1,0.0,1.0,1.0,2.194444444444444
0,1,0,1,1,0,0,1,19,37,11,0,3,24,37,0,0,0,145.0,141.5,18.0,0.0,8.0,8.0,8.0,13.05875,0.0,0.0,8.0,8.0,8.0,13.05875,0.0,9.4,-0.8,-3.12,100.0,100.0,-1.0912500000000005,0.0,1.0,0.0,16.0,0,28.0,0,1,0.0,0.0,0.0,1.63234375
0,0,0,1,1,0,0,1,12,37,11,0,6,22,39,0,0,0,126.0,121.8,19.0,0.0,7.0,8.0,6.0,13.731666666666667,0.0,0.0,8.0,10.0,7.0,13.771428571428572,0.0,12.4,0.5,1.79,85.71428571428571,87.5,1.5516666666666676,-0.03976190476190489,1.1428571428571428,0.0,15.0,1,24.5,0,0,1.0,1.0,2.0,2.2886111111111114
0,0,0,1,1,0,0,1,38,38,11,0,3,26,39,0,0,0,132.0,119.3,19.0,0.0,8.0,8.0,7.0,11.98857142857143,0.0,0.0,8.0,8.0,7.0,11.98857142857143,0.0,10.8,1.4,1.74,87.5,87.5,0.05857142857142961,0.0,1.0,0.0,16.0,1,38.0,0,0,1.0,1.0,2.0,1.71265306122449
1,0,0,0,0,0,0,1,3,29,0,0,1,20,35,0,0,0,114.0,111.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0,0.0,-11.190000000000001,0.0,0.0,0.0,0.0,2,16.0,0,1,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,1,1,19,8,9,1,21,37,0,0,0,120.0,110.0,27.0,0.0,5.0,13.0,3.0,10.75,0.0,0.0,5.0,9.0,3.0,10.333333333333334,0.0,15.5,2.8,-4.06,60.0,60.0,-0.25,0.4166666666666661,2.6,0.0,10.0,1,10.0,0,0,2.0,2.0,4.0,3.5833333333333335
1,1,0,1,0,0,0,1,3,2,10,0,1,21,35,0,0,0,115.0,112.6,20.0,0.0,6.0,9.0,6.0,12.571428571428571,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,8.9,1.4,3.51,100.0,100.0,1.3114285714285714,0.4047619047619051,1.5,0.0,12.0,0,2.5,0,1,0.0,0.0,0.0,2.0952380952380953
1,0,0,1,0,0,0,1,37,37,8,11,1,26,39,0,0,0,141.0,130.2,24.0,10.0,15.0,16.0,15.0,13.466666666666669,1.0,10.0,14.0,14.0,14.0,13.642857142857142,0.0,9.4,-0.8,-3.12,100.0,100.0,0.446666666666669,-0.1761904761904738,1.0666666666666667,0.6666666666666666,29.0,1,37.0,1,1,0.0,0.0,0.0,0.8977777777777779
0,0,0,0,1,0,0,1,1,37,13,4,4,24,37,0,0,0,110.0,111.1,18.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,8.0,5.0,13.6,0.0,8.9,1.4,3.51,100.0,83.33333333333334,1.2233333333333345,-1.2666666666666657,1.0,0.0,12.0,2,19.0,0,1,0.0,1.0,1.0,2.055555555555556
1,0,0,1,1,0,0,1,38,38,14,0,6,26,39,0,0,0,136.0,132.9,19.0,0.0,6.0,10.0,4.0,13.25,0.0,0.0,6.0,13.0,5.0,11.8,0.0,7.6,2.6,0.32,66.66666666666666,83.33333333333334,-0.040000000000000924,1.4499999999999993,1.6666666666666667,0.0,12.0,1,38.0,0,0,2.0,1.0,3.0,3.3125
0,1,0,1,0,0,0,1,19,38,9,0,1,22,38,0,0,0,138.0,133.5,19.0,0.0,6.0,6.0,6.0,15.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,8.9,1.4,3.51,100.0,100.0,1.6500000000000004,1.666666666666666,1.0,0.0,12.0,0,28.5,0,1,0.0,0.0,0.0,2.5
0,1,0,1,1,0,0,1,19,19,11,0,3,22,34,0,0,0,137.0,131.5,20.0,0.0,8.0,8.0,8.0,13.38125,0.0,0.0,8.0,8.0,8.0,13.38125,0.0,9.4,-0.8,-3.12,100.0,100.0,0.2312499999999993,0.0,1.0,0.0,16.0,0,19.0,0,1,0.0,0.0,0.0,1.67265625
1,0,0,1,0,0,0,1,1,1,0,0,1,21,33,0,0,0,138.0,141.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0,0.0,-14.15,0.0,0.0,0.0,0.0,1,1.0,0,1,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,37,37,16,9,1,26,39,0,1,0,140.0,120.0,38.0,0.0,5.0,6.0,5.0,10.6,0.0,0.0,5.0,9.0,2.0,11.0,0.0,12.7,3.7,-1.7,100.0,40.0,-1.4000000000000004,-0.40000000000000036,1.2,0.0,10.0,2,37.0,0,1,0.0,3.0,3.0,2.12
1,0,0,1,1,0,0,1,19,19,11,0,1,26,37,0,0,0,110.0,105.8,22.0,0.0,7.0,8.0,6.0,14.333333333333334,0.0,0.0,8.0,9.0,7.0,13.771428571428572,0.0,11.1,0.6,2.02,85.71428571428571,87.5,3.753333333333334,0.5619047619047617,1.1428571428571428,0.0,15.0,1,19.0,0,0,1.0,1.0,2.0,2.388888888888889
1,0,0,1,0,0,0,1,37,37,10,9,1,27,40,5,0,0,133.1,100.0,48.0,0.0,6.0,13.0,3.0,10.0,0.0,0.0,6.0,15.0,1.0,10.0,0.0,7.6,2.6,0.32,50.0,16.666666666666664,0.0,0.0,2.1666666666666665,0.0,12.0,1,37.0,0,0,3.0,5.0,8.0,3.3333333333333335
0,1,0,1,0,0,0,1,38,19,11,11,1,22,38,0,0,0,134.0,120.7,19.0,0.0,7.0,9.0,6.0,13.0,0.0,0.0,8.0,11.0,8.0,13.927272727272726,0.0,16.2,0.3,-0.92,85.71428571428571,100.0,0.9299999999999997,-0.9272727272727259,1.2857142857142858,0.0,15.0,0,28.5,0,0,1.0,0.0,1.0,2.1666666666666665
0,1,0,1,1,0,0,1,37,37,11,9,1,24,37,0,0,0,100.0,160.0,24.0,0.0,8.0,15.0,6.0,12.415,0.0,0.0,8.0,15.0,6.0,12.415,0.0,10.8,1.4,1.74,75.0,75.0,-3.585000000000001,0.0,1.875,0.0,16.0,0,37.0,0,0,2.0,2.0,4.0,2.0691666666666664
0,1,1,1,1,0,0,1,34,34,14,4,3,28,41,0,0,0,153.0,133.1,19.0,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,8.0,5.0,12.4,0.0,9.4,-0.8,-3.12,100.0,83.33333333333334,-1.1433333333333326,-0.23333333333333428,1.3333333333333333,0.0,12.0,1,34.0,0,1,0.0,1.0,1.0,2.0277777777777777
0,0,0,1,0,0,0,0,37,37,16,9,1,24,37,0,0,0,110.0,133.9,30.0,0.0,5.0,7.0,5.0,11.4,0.0,0.0,5.0,6.0,5.0,13.666666666666666,0.0,10.8,1.4,1.74,100.0,100.0,-1.9900000000000002,-2.2666666666666657,1.4,0.0,10.0,1,37.0,0,1,0.0,0.0,0.0,2.2800000000000002
1,0,0,1,0,0,0,0,37,38,16,9,1,22,35,2,0,0,120.0,155.7,33.0,0.0,5.0,5.0,5.0,13.2,0.0,0.0,5.0,6.0,5.0,14.833333333333334,0.0,10.8,1.4,1.74,100.0,100.0,-2.369999999999999,-1.6333333333333346,1.0,0.0,10.0,1,37.5,0,1,0.0,0.0,0.0,2.6399999999999997
1,0,1,1,0,0,0,1,19,37,6,10,1,26,33,0,0,0,130.0,135.0,25.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,6.0,7.0,2.0,14.0,0.0,13.9,-0.3,0.79,0.0,33.33333333333333,-13.5,-14.0,1.0,0.0,11.0,2,28.0,0,0,5.0,4.0,9.0,0.0
0,1,0,1,0,0,0,1,1,1,11,0,5,26,39,0,0,0,151.0,127.8,18.0,0.0,8.0,8.0,7.0,13.671428571428573,0.0,0.0,8.0,8.0,7.0,13.671428571428573,0.0,12.7,3.7,-1.7,87.5,87.5,0.8914285714285732,0.0,1.0,0.0,16.0,0,1.0,0,0,1.0,1.0,2.0,1.953061224489796
1,0,1,0,0,0,0,0,37,37,16,17,1,23,37,7,0,0,120.0,120.0,46.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,10.0,0.0,11.1,0.6,2.02,0.0,20.0,-12.0,-10.0,1.0,0.0,10.0,3,37.0,0,0,5.0,4.0,9.0,0.0
0,0,0,1,0,0,0,0,34,34,2,9,1,0,0,0,1,0,120.0,104.0,54.0,0.0,6.0,8.0,4.0,12.75,0.0,0.0,6.0,12.0,5.0,12.6,0.0,7.6,2.6,0.32,66.66666666666666,83.33333333333334,2.3499999999999996,0.15000000000000036,1.3333333333333333,0.0,12.0,1,34.0,0,0,2.0,1.0,3.0,3.1875
1,0,0,1,0,0,0,1,19,19,8,4,1,26,37,0,0,0,133.1,100.0,21.0,0.0,5.0,7.0,4.0,10.75,0.0,0.0,5.0,10.0,2.0,11.0,3.0,16.2,0.3,-0.92,80.0,40.0,0.75,-0.25,1.4,0.0,10.0,1,19.0,0,0,1.0,3.0,4.0,2.6875
1,0,0,1,0,0,0,1,1,1,3,11,1,21,2,0,0,0,120.0,134.4,24.0,0.0,6.0,7.0,6.0,15.714285714285714,0.0,0.0,6.0,10.0,6.0,15.9,0.0,15.5,2.8,-4.06,100.0,100.0,2.2742857142857122,-0.18571428571428683,1.1666666666666667,0.0,12.0,1,1.0,0,1,0.0,0.0,0.0,2.619047619047619
0,0,0,1,0,0,0,1,37,37,10,9,1,26,39,0,1,0,130.0,125.0,41.0,0.0,6.0,8.0,6.0,12.285714285714286,0.0,0.0,6.0,10.0,5.0,13.0,0.0,8.9,1.4,3.51,100.0,83.33333333333334,-0.21428571428571352,-0.7142857142857135,1.3333333333333333,0.0,12.0,1,37.0,0,1,0.0,1.0,1.0,2.047619047619048
0,0,0,1,0,0,0,1,4,19,8,11,1,19,1,0,0,0,133.1,128.2,23.0,7.0,11.0,18.0,11.0,15.090909090909092,1.0,2.0,6.0,7.0,6.0,14.5,0.0,9.4,-0.8,-3.12,100.0,100.0,2.270909090909093,0.5909090909090917,1.6363636363636365,0.6363636363636364,17.0,1,11.5,1,1,0.0,0.0,0.0,1.371900826446281
1,0,0,1,1,0,0,1,3,3,3,17,1,23,32,7,0,0,130.0,130.0,29.0,1.0,6.0,10.0,6.0,17.11111111111111,0.0,2.0,6.0,9.0,6.0,15.571428571428571,0.0,13.9,-0.3,0.79,100.0,100.0,4.111111111111111,1.5396825396825395,1.6666666666666667,0.16666666666666666,12.0,1,3.0,0,1,0.0,0.0,0.0,2.8518518518518516
0,1,0,1,1,0,0,1,1,1,13,5,1,26,39,0,0,0,133.0,121.5,19.0,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.333333333333334,0.0,12.4,0.5,1.79,100.0,100.0,0.8499999999999996,-1.333333333333334,1.1666666666666667,0.0,12.0,0,1.0,0,1,0.0,0.0,0.0,2.1666666666666665
